shift_description,date,start_time,end_time,duration_minutes,shift_id,task,invigilator_id,weekday,campus
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_CBCT,CB014,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_CBCT,CB057,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_CBCT,CB058,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_CBCT,CB059,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_CBCT,CB060,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_CBCT,CB046,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_CBCT,CB061,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_CBCT,CB062,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_CBCT,CB068,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_CBCT,CB006,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_CBCT,CB065,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_CBCT,CB019,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_CBCT,CB043,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 3: 13g00-15g30",2026-06-01,13:00,15:30,150,20260601_3,DiAn_Trưởng HĐ,CB029,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 4: 15g30-18g00",2026-06-01,15:30,18:00,150,20260601_4,DiAn_Trưởng HĐ,CB029,Thứ 2,Cơ sở 2
"Thứ 2, 01/06/2026, Ca 5: 18g15-20g45",2026-06-01,18:15,20:45,150,20260601_5,LTK_CBCT,CB005,Thứ 2,Cơ sở 1
"Thứ 3, 02/06/2026, Ca 1: 07g00-09g30",2026-06-02,07:00,09:30,150,20260602_1,DiAn_Trưởng HĐ,CB027,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB011,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB012,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB013,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB047,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB015,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB016,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB017,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB018,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB019,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB044,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB021,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB025,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB069,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB040,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB023,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB024,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB026,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB030,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB031,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB045,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB033,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB034,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB035,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB036,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB037,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB038,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB068,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB070,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB051,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_CBCT,CB071,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_Thư ký,CB042,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 2: 09g30-12g00",2026-06-02,09:30,12:00,150,20260602_2,DiAn_Trưởng HĐ,CB027,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB067,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB012,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB013,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB047,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB015,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB016,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB017,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB018,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB019,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB044,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB021,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB025,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB069,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB040,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB023,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB024,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB026,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB030,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB031,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB045,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB033,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB034,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB035,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB036,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB037,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB038,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB068,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB070,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB051,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_CBCT,CB071,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_Thư ký,CB042,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 3: 13g00-15g30",2026-06-02,13:00,15:30,150,20260602_3,DiAn_Trưởng HĐ,CB011,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_CBCT,CB040,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_CBCT,CB023,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_CBCT,CB030,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_CBCT,CB031,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_CBCT,CB045,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_CBCT,CB033,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_CBCT,CB034,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_CBCT,CB035,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_CBCT,CB036,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_CBCT,CB037,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_CBCT,CB038,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_CBCT,CB070,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_CBCT,CB069,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_Thư ký,CB042,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 4: 15g30-18g00",2026-06-02,15:30,18:00,150,20260602_4,DiAn_Trưởng HĐ,CB011,Thứ 3,Cơ sở 2
"Thứ 3, 02/06/2026, Ca 5: 18g15-20g45",2026-06-02,18:15,20:45,150,20260602_5,LTK_CBCT,CB003,Thứ 3,Cơ sở 1
"Thứ 3, 02/06/2026, Ca 5: 18g15-20g45",2026-06-02,18:15,20:45,150,20260602_5,LTK_CBCT,CB005,Thứ 3,Cơ sở 1
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB043,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB039,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB071,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB018,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB034,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB046,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB067,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB008,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB048,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB041,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB020,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB050,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB022,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB051,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB026,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB052,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB053,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB054,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB055,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB056,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB014,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB057,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB058,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB059,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB060,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB061,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB062,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB030,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB025,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_CBCT,CB065,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 1: 07g00-09g30",2026-06-03,07:00,09:30,150,20260603_1,DiAn_Thư ký,CB063,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB043,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB039,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB071,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB018,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB034,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB046,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB067,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB008,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB048,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB041,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB020,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB050,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB022,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB051,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB026,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB052,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB053,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB054,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB055,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB056,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB014,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB057,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB058,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB059,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB060,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB061,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB062,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB030,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB025,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_CBCT,CB065,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 2: 09g30-12g00",2026-06-03,09:30,12:00,150,20260603_2,DiAn_Thư ký,CB063,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB011,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB012,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB013,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB047,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB015,Thứ 4,Cơ sở 2
